Date,T,Tpot,Tdew,Rh,Sh
2020-01-01 05:50:00,-2,4,270,16,-3,21,94,1,5,12
2020-01-01 06:00:00,-2,51,270,05,-3,34,94,5,08
2020-01-01 06:10:00,-2,83,269,72,-3,64,94,1,4,96
2020-01-01 06:20:00,-2,79,269,75,-3,53,94,6,4,97
2020-01-01 06:30:00,-2,74,269,79,-3,45,94,8,4,99
2020-01-01 06:40:00,-2,63,269,9,-3,31,95,5,03
2020-01-01 06:50:00,-2,5,270,02,-3,19,95,5,08
2020-01-01 07:00:00,-2,26,270,27,-2,94,95,5,17
2020-01-01 07:10:00,-2,31,270,23,-3,09,94,3,5,15
2020-01-01 07:20:00,-2,53,270,-3,39,93,8,5,07
2020-01-01 07:30:00,-2,68,269,86,-3,49,94,1,5,01
2020-01-01 07:40:00,-2,73,269,79,-3,53,94,2,4,99
2020-01-01 07:50:00,-2,79,269,74,-3,57,94,3,4,97
2020-01-01 08:00:00,-2,84,269,69,-3,6,94,5,4,95
2020-01-01 08:10:00,-2,89,269,64,-3,65,94,5,4,93
2020-01-01 08:20:00,-3,02,269,51,-3,79,94,4,4,89
2020-01-01 08:30:00,-2,84,269,7,-3,56,94,7,4,95
2020-01-01 08:40:00,-2,91,269,63,-3,75,93,9,4,93
2020-01-01 08:50:00,-3,11,269,44,-3,99,93,6,4,85
2020-01-01 09:00:00,-3,08,269,46,-3,9,94,4,86
2020-01-01 09:10:00,-3,03,269,5,-3,89,93,8,4,88
2020-01-01 09:20:00,-2,95,269,58,-3,86,93,4,4,91
2020-01-01 09:30:00,-3,01,269,52,-3,99,92,9,4,89
2020-01-01 09:40:00,-2,84,269,69,-3,89,92,4,4,95
2020-01-01 09:50:00,-2,67,269,84,-3,71,92,5,5,02
2020-01-01 10:00:00,-1,93,270,58,-3,18,91,1,5,3
2020-01-01 10:10:00,-1,53,270,98,-3,33,87,4,5,46
2020-01-01 10:20:00,-1,25,271,25,-3,27,86,1,5,57
2020-01-01 10:30:00,-1,24,271,26,-3,25,86,1,5,58
2020-01-01 10:40:00,-1,32,271,19,-3,29,86,4,5,54
2020-01-01 10:50:00,-1,03,271,49,-3,07,85,9,5,67
2020-01-01 11:00:00,-1,14,271,37,-3,08,86,6,5,62
2020-01-01 11:10:00,-0,83,271,7,-2,89,85,8,5,75
2020-01-01 11:20:00,-0,65,271,89,-2,77,85,5,5,82
2020-01-01 11:30:00,-0,43,272,11,-2,63,85,5,92
2020-01-01 11:40:00,-0,4,272,16,-2,63,84,8,5,93
2020-01-01 11:50:00,-0,06,272,5,-2,41,84,1,6,08
2020-01-01 12:00:00,0,68,273,24,-2,03,82,6,42
2020-01-01 12:10:00,0,93,273,5,-2,03,80,5,6,53
2020-01-01 12:20:00,1,23,273,8,-1,8,80,1,6,68
2020-01-01 12:30:00,1,7,274,27,-1,66,78,3,6,91
2020-01-01 12:40:00,1,98,274,57,-1,52,77,5,7,05
2020-01-01 12:50:00,2,62,275,22,-1,29,75,3,7,38
2020-01-01 13:00:00,2,83,275,44,-1,29,74,2,7,49
2020-01-01 13:10:00,2,87,275,48,-1,26,74,1,7,51
2020-01-01 13:20:00,3,09,275,71,-1,13,73,7,7,63
2020-01-01 13:30:00,3,86,276,48,-0,91,70,9,8,06
2020-01-01 13:40:00,3,84,276,48,-0,97,70,7,8,05
2020-01-01 13:50:00,4,03,276,67,-0,92,70,8,15
2020-01-01 14:00:00,3,7,276,35,-1,09,70,8,7,97
2020-01-01 14:10:00,3,45,276,11,-1,06,72,2,7,83
2020-01-01 14:20:00,3,64,276,3,-1,03,71,4,7,93
2020-01-01 14:30:00,3,89,276,56,-1,70,3,8,08
2020-01-01 14:40:00,3,87,276,55,-1,70,4,8,06
2020-01-01 14:50:00,4,32,277,01,-0,83,69,02,8,32
2020-01-01 15:00:00,4,58,277,27,-0,75,68,2,8,48
2020-01-01 15:10:00,4,2,276,89,-0,86,69,47,8,25
2020-01-01 15:20:00,4,07,276,76,-0,82,70,3,8,18
2020-01-01 15:30:00,4,44,277,13,-0,69,69,19,8,39
2020-01-01 15:40:00,4,5,277,19,-0,73,68,67,8,43
2020-01-01 15:50:00,4,34,277,04,-0,91,68,54,8,34
2020-01-01 16:00:00,3,74,276,44,-1,13,70,4,7,99
2020-01-01 16:10:00,3,23,275,93,-1,22,72,5,7,7
2020-01-01 16:20:00,2,99,275,7,-1,28,73,4,7,57
2020-01-01 16:30:00,2,89,275,6,-1,32,73,7,7,52
2020-01-01 16:40:00,2,77,275,48,-1,38,74,7,46
2020-01-01 16:50:00,2,6,275,3,-1,42,74,7,7,37
2020-01-01 17:00:00,2,09,274,79,-1,57,76,6,7,11
2020-01-01 17:10:00,1,63,274,33,-1,62,78,9,6,88
2020-01-01 17:20:00,1,26,273,95,-1,91,79,3,6,69
2020-01-01 17:30:00,1,03,273,72,-2,08,79,6,6,58
2020-01-01 17:40:00,0,99,273,68,-1,84,81,3,6,56
2020-01-01 17:50:00,0,85,273,55,-1,93,81,6,6,5
2020-01-01 18:00:00,0,63,273,34,-2,09,81,9,6,4
2020-01-01 18:10:00,0,35,273,06,-2,38,81,8,6,27
2020-01-01 18:20:00,0,05,272,75,-2,32,84,6,13
2020-01-01 18:30:00,-0,08,272,63,-2,21,85,5,6,07
2020-01-01 18:40:00,-0,21,272,5,-2,37,85,3,6,01
2020-01-01 18:50:00,-0,62,272,1,-2,69,85,8,5,84
